,AAPL,ABC,ABEV,ACI,ACN,ADBE,ADI,ADM,ADP,ADSK,AMAT,AMD,AMZN,APH,ATVI,AVGO,BG,BTI,BYND,CAG,CASY,CCEP,CDNS,CHD,CL,CLX,CPB,CRM,CRWD,CSCO,CTSH,CTVA,CVS,DAR,DDOG,DEO,EA,EBAY,EL,FB,FIS,FISV,FLO,FMX,FRPT,FTNT,GIS,GO,GOOGL,GPN,HAIN,HLF,HPQ,HRL,HSY,IBM,IFF,INGR,INTC,INTU,K,KDP,KEYS,KHC,KLAC,KMB,KO,KR,LRCX,LW,MA,MCHP,MCK,MDLZ,MKC,MNST,MO,MRVL,MSFT,MSI,MU,NFLX,NOW,NVDA,NXPI,OLPX,ORCL,PANW,PAYX,PEP,PG,PM,POST,PPC,PYPL,QCOM,REYN,SAM,SEB,SHOP,SJM,SNAP,SNOW,SNPS,SPB,SQ,STZ,SYY,TAP,TEL,TSN,TWLO,TXN,UL,USFD,V,WBA,WDAY,XLNX,ZM
2021-12-22 00:00:00-05:00,175.63,127.71,2.73,29.79,403.69,564.27,172.29,64.6,237.7,282.76,152.32,143.87,3421.08,83.99,64.1,655.34,88.99,37.06,68.66,33.45,192.08,53.715,186.59,99.39,82.455,170.77,41.97,252.8,207.61,61.54,85.91,45.93,100.87,64.38,179.71,216.61,131.49,63.94,361.78,330.52,110.0,106.19,27.06,75.03,90.89,348.46,65.7,27.9,2928.43,134.82,41.619,40.2,37.27,47.69,188.88,129.75,142.22,94.86,50.97,631.98,62.78,35.87,200.6,35.11,413.21,139.2,58.17,43.52,691.22,60.96,357.43,86.36,236.48,64.83,93.39,93.48,46.87,88.32,333.26,264.59,90.33,614.48,644.04,294.14,226.82,25.68,89.85,554.84,133.47,169.97,159.32,92.92,106.4,27.89,191.7,181.37,30.41,521.35,3843.99,1385.635,133.14,46.77,358.72,364.83,98.14,167.4,243.16,75.27,44.66,156.75,84.92,268.96,186.95,52.45,33.91,217.95,50.41,278.07,215.17,193.13
2021-12-23 00:00:00-05:00,176.29,129.53,2.745,29.9,403.3,569.6,172.66,65.44,242.0,280.87,155.49,146.08,3419.77,85.06,65.16,664.47,90.17,37.06,67.85,33.33,194.7,55.24,187.43,99.52,82.79,169.83,41.96,253.15,211.56,62.25,86.28,46.445,101.31,64.5,180.42,217.07,132.54,64.88,365.88,335.16,109.05,105.52,26.89,75.39,93.0,349.03,65.99,28.065,2938.19,135.32,41.63,40.17,37.63,47.77,188.44,130.63,143.09,94.8,51.3,635.71,62.86,35.91,201.35,35.25,420.57,138.88,58.22,43.2,698.72,61.74,360.59,86.93,240.72,64.93,93.01,93.84,46.69,87.6794,334.49,262.9,94.39,614.095,648.57,296.38,227.35,26.81,89.7,562.12,134.23,169.78,160.11,92.92,107.05,27.52,191.98,182.74,30.29,525.73,3930.99,1440.32,132.99,48.68,349.06,366.4,98.87,167.76,244.0,76.64,45.59,158.46,85.21,267.46,187.38,52.82,34.56,216.64,50.49,278.04,216.1,191.65
2021-12-27 00:00:00-05:00,180.33,131.9,2.74,29.53,415.28,577.75,175.42,66.09,246.3,284.29,162.72,154.35,3393.71,86.94,65.46,674.28,91.04,37.0,66.75,33.43,193.6,55.61,191.59,100.35,83.91,170.95,42.18,258.38,209.62,63.44,88.09,47.01,102.41,66.34,183.59,219.96,132.99,65.68,369.28,346.19,108.4,103.92,27.12,76.88,94.84,367.68,66.06,28.42,2957.07,133.59,41.94,40.74,38.12,47.98,189.93,131.63,145.24,95.82,51.94,652.93,63.27,36.115,207.88,35.421,440.16,139.8,58.65,43.74,723.51,61.75,360.43,89.35,245.39,65.52,94.15,94.78,46.81,90.85,342.45,269.04,94.425,613.1,663.48,309.5,232.77,26.85,89.5385,567.86,135.62,171.49,161.97,93.54,107.8,27.79,192.0,186.37,30.55,511.57,3906.02,1400.01,133.9,48.65,352.09,375.6,101.77,168.48,246.84,77.51,45.68,162.79,86.16,262.34,191.87,53.255,34.88,217.6521,50.72,279.35,222.94,187.33
2021-12-28 00:00:00-05:00,179.39,132.41,2.73,29.83,415.27,569.56,174.42,66.95,246.19,282.79,159.64,153.19,3413.22,87.14,66.7,669.26,91.71,37.17,66.37,33.94,196.78,55.75,190.18,100.15,84.46,171.94,43.38,255.52,207.33,63.55,88.74,47.39,102.83,66.5,177.42,219.64,133.47,66.09,368.02,346.22,109.3,104.67,27.44,76.79,93.74,366.18,66.87,28.61,2935.19,135.2,42.22,40.17,37.95,48.435,190.95,132.65,147.48,97.35,51.77,650.05,63.96,36.37,206.96,35.88,432.12,139.81,58.89,44.425,715.96,62.22,360.72,88.02,246.49,66.03,94.97,94.7,47.4,87.93,341.25,269.7,92.95,610.91,654.22,303.22,231.02,26.35,88.67,564.42,135.84,172.4,162.88,93.87,110.72,27.97,190.2,184.89,30.68,502.5,3965.0,1376.499,135.19,47.71,340.18,372.15,101.61,163.755,249.06,78.33,45.78,162.59,86.68,259.35,191.12,53.54,34.81,218.07,51.44,275.81,220.27,183.77
2021-12-29 00:00:00-05:00,179.38,133.36,2.71,30.06,415.33,569.28,175.45,67.01,247.96,282.57,160.98,148.2565,3383.01,87.94,67.16,672.21,92.19,37.3,63.26,33.885,198.95,56.17,189.88,100.97,84.92,171.38,43.21,254.55,206.84,63.97,89.58,47.36,103.73,67.84,179.55,221.88,133.12,66.46,370.09,342.89,109.28,104.27,27.43,77.44,93.35,367.03,67.03,28.35,2933.1,134.23,42.18,40.82,37.98,48.53,191.83,133.36,148.98,97.05,51.82,647.87,63.89,36.59,207.29,35.81,434.81,141.08,58.94,44.71,726.59,62.67,361.3,88.24,248.43,66.37,95.6,95.82,47.4,88.54,341.96,272.69,96.165,610.54,654.58,299.97,230.36,26.955,88.22,564.19,137.38,172.93,164.19,94.31,112.29,28.18,189.9406,186.18,30.77,502.0,3928.02,1392.08,135.11,47.06,344.39,373.45,100.8,161.84,249.77,77.93,45.94,162.42,86.45,257.74,190.79,53.615,34.77,218.17,52.26,275.76,217.74,181.88
2021-12-30 00:00:00-05:00,178.25,133.79,2.76,30.17,413.95,570.18,174.78,66.9,245.53,281.71,157.95,145.09,3372.9,87.02,67.51,665.59,92.06,37.24,67.39,33.88,195.82,55.51,188.14,101.43,84.59,172.37,43.15,255.27,208.97,63.61,88.94,47.13,103.68,67.87,178.93,219.37,134.47,66.79,367.39,344.4,109.99,104.47,27.42,77.34,95.94,359.79,67.05,28.25,2924.03,136.31,42.37,41.27,37.75,48.57,191.31,133.92,148.54,96.51,51.75,643.38,63.94,36.68,206.8,35.66,427.45,141.49,58.78,45.15,718.33,63.03,361.04,87.08,248.9,65.76,95.585,95.39,47.26,87.44,339.32,271.01,93.88,612.09,654.54,295.88,228.6,28.62,88.02,561.71,136.45,172.67,162.78,94.27,111.65,27.88,191.88,182.84,31.19,513.96,3931.0,1399.51,135.34,48.02,340.63,370.8106,100.08,165.29,249.39,78.01,45.91,160.6,86.35,265.32,189.48,53.58,34.74,217.93,51.99,276.49,213.89,190.5
2021-12-31 00:00:00-05:00,177.61,132.94,2.795,30.2,414.62,567.1,175.84,67.6,246.58,281.21,157.31,143.93,3334.72,87.46,66.51,665.52,93.37,37.42,65.13,34.15,197.36,55.93,186.35,102.52,85.34,174.3804,43.46,254.11,204.75,63.38,88.74,47.29,103.16,69.29,178.12,220.1,131.89,66.52,370.3,336.35,109.17,103.75,27.46,77.74,95.23,359.4,67.38,28.27,2897.04,135.19,42.61,40.92,37.66,48.81,193.52,133.65,150.66,96.64,51.5,643.09,64.43,36.86,206.47,35.915,430.11,142.93,59.22,45.25,719.15,63.38,359.37,87.09,248.69,66.31,96.61,96.0,47.4,87.57,336.21,271.69,93.12,602.69,649.42,294.21,227.78,29.1,87.21,556.22,136.55,173.73,163.57,95.01,112.74,28.2,188.66,182.89,31.4,505.07,3945.0,1377.98,135.82,47.03,338.75,368.49,101.67,161.51,250.98,78.56,46.36,161.37,87.16,263.34,188.47,53.785,34.81,216.69,52.16,273.18,212.05,183.85
2022-01-03 00:00:00-05:00,182.0,132.65,2.72,29.39,407.29,564.37,177.14,67.92,244.01,283.72,159.93,150.27,3407.58,86.5,67.41,663.32,93.72,37.97,64.86,34.06,197.31,56.33,183.16,101.71,84.59,174.93,43.74,255.46,198.34,63.16,89.57,46.9,104.15,69.86,163.94,220.99,134.97,66.8,370.29,338.57,113.88,107.61,27.48,77.44,94.91,333.11,67.26,28.53,2899.5,141.71,42.65,41.98,38.01,49.15,193.26,136.03,149.1,97.12,53.21,631.46,64.7,36.71,202.66,36.14,435.28,142.45,59.3,45.18,725.47,63.9,370.93,88.04,248.1,65.96,95.8,96.54,47.96,89.43,334.74,267.42,95.76,597.37,630.54,301.25,231.29,29.42,87.91,543.94,134.5,172.97,162.92,95.76,112.85,28.1,194.9,186.21,31.43,520.2,3898.04,1363.51,136.84,46.57,332.01,361.05,101.91,164.09,252.76,78.95,47.36,161.03,87.81,262.12,190.59,54.06,35.61,221.48,53.06,263.82,221.37,184.37
2022-01-04 00:00:00-05:00,179.69,131.4,2.71,29.65,404.48,554.1,175.51,69.14,245.17,278.31,158.35,144.41,3349.75,86.77,67.2,670.81,94.51,38.07,61.64,34.2,194.85,56.31,178.3,101.82,84.87,175.61,44.11,248.22,189.27,61.25,91.41,47.78,104.29,71.03,158.02,222.11,135.76,65.13,371.8,336.5,114.52,108.97,27.58,78.71,93.61,322.31,67.88,27.85,2887.6,145.42,43.03,41.86,39.22,49.0,194.87,138.06,149.61,97.77,53.13,618.23,65.32,37.26,197.4,36.9,430.98,143.19,60.28,46.16,712.0,63.31,375.42,87.47,248.11,66.45,96.5,97.78,49.03,88.36,329.04,264.69,96.37,590.96,603.81,292.99,232.87,27.73,88.88,524.0,134.23,173.22,163.47,96.33,113.64,27.98,191.06,187.22,31.58,508.17,3867.0,1221.045,138.57,44.04,315.54,352.99,103.44,156.33,254.63,80.88,48.9,164.15,89.55,250.82,190.79,53.78,35.96,222.46,53.47,253.02,214.88,179.86
2022-01-05 00:00:00-05:00,174.74,132.5,2.63,29.95,397.25,514.28,172.83,68.62,242.96,264.24,153.7,136.12,3288.0,85.16,66.29,642.98,93.98,38.38,58.5,34.15,193.53,57.445,172.63,102.59,85.22,177.43,44.28,227.66,179.37,60.29,90.01,47.25,105.82,67.64,145.52,219.4,133.69,64.5,356.11,324.24,116.54,108.33,27.88,78.7,89.5,303.49,68.82,27.27,2754.62,146.42,42.6,42.06,38.9,49.65,197.09,138.22,144.98,98.59,53.84,593.7,65.67,37.02,192.2,36.76,420.42,144.07,60.81,46.84,690.67,63.11,373.91,84.52,247.29,67.4,96.91,96.0,48.66,84.02,316.2,258.96,94.4,567.04,572.76,275.96,224.37,25.02,86.47,504.87,131.69,173.82,164.21,95.97,114.52,27.73,187.17,186.46,31.57,501.48,3857.21,1190.0,141.01,41.33,296.69,339.77,101.04,143.59,253.38,80.25,49.415,160.71,89.72,235.22,186.78,53.7,35.5,220.04,54.061,248.15,201.61,174.88
2022-01-06 00:00:00-05:00,172.01,130.45,2.595,31.22,378.01,514.05,173.47,69.23,241.47,264.19,156.34,136.17,3264.32,85.19,63.82,636.9,96.11,38.65,67.06,33.53,196.92,57.82,173.07,102.72,84.69,178.58,45.04,229.15,187.48,60.93,88.22,47.9,102.6,65.14,143.89,215.05,129.72,66.81,355.29,332.5,116.64,109.15,27.93,78.78,88.52,314.39,68.48,26.81,2755.85,151.26,42.5,43.62,38.69,49.34,196.55,135.34,143.82,98.77,54.02,586.5,65.96,37.435,192.59,36.83,432.51,143.13,60.47,47.12,701.75,67.73,369.94,85.3,244.65,67.42,96.485,95.54,49.22,85.53,313.84,257.72,95.66,553.29,574.04,281.78,227.06,25.1,86.33,532.91,130.82,173.88,162.85,97.4,114.21,28.39,192.27,186.05,31.64,499.34,3868.53,1167.85,141.35,41.68,297.09,344.96,102.21,144.73,244.58,79.66,49.77,161.57,90.83,238.66,186.76,53.17,35.4,219.74,52.45,250.63,204.05,176.33
2022-01-07 00:00:00-05:00,172.25,133.12,2.59,31.21,370.75,510.69,168.88,69.8,238.76,262.23,150.74,131.99,3251.71,82.13,64.06,618.88,96.96,38.98,68.55,34.75,196.515,57.82,166.0,103.61,84.44,179.96,45.85,228.3,188.99,61.15,87.42,48.42,104.19,65.51,143.79,211.45,131.77,66.31,354.96,331.79,117.64,108.82,28.03,79.6,88.94,314.44,68.56,27.91,2740.24,150.19,42.49,43.29,38.64,49.84,195.89,134.81,141.98,99.49,53.42,567.55,66.61,37.31,188.0,37.36,416.91,143.75,60.33,48.12,669.06,70.26,369.86,81.91,249.93,67.5414,96.04,94.06,49.79,83.07,314.11,252.55,94.45,541.06,566.15,272.47,221.34,24.51,87.5,525.02,128.84,174.09,162.73,99.13,115.53,28.47,187.6,180.41,32.07,517.96,3948.1,1144.5,143.33,41.35,299.71,330.35,101.08,141.6,246.19,80.45,50.64,158.51,91.01,230.1,179.44,53.79,35.92,216.98,53.82,250.21,193.06,171.68
2022-01-10 00:00:00-05:00,172.17,134.65,2.6,31.94,372.99,525.99,170.4,69.94,232.88,262.45,149.57,132.0,3229.62,81.91,63.11,621.68,96.13,39.69,66.7,34.17,196.77,57.83,165.88,102.8,83.71,179.7,45.84,229.74,192.53,61.84,86.68,47.39,105.06,65.99,146.09,211.32,128.94,64.57,336.06,328.09,116.36,107.78,28.21,80.17,88.59,324.71,68.78,27.91,2774.23,147.02,41.13,43.35,38.96,49.86,194.63,135.01,140.59,99.71,55.22,570.45,66.98,37.31,186.87,37.37,419.0,144.58,60.42,49.11,664.34,68.57,364.01,82.96,250.84,67.03,94.62,92.7,50.54,82.21,314.32,256.05,93.9,539.71,572.0,274.18,221.9,24.27,89.31,522.73,126.58,174.17,160.52,100.27,115.01,28.5,182.97,179.82,31.51,510.78,3955.0,1132.58,143.25,41.73,302.99,329.34,100.29,144.47,247.17,79.32,49.28,158.23,90.77,227.66,182.98,54.24,35.49,212.13,53.71,252.26,193.55,172.67
2022-01-11 00:00:00-05:00,175.09,136.46,2.66,28.785,375.11,530.04,173.66,70.49,235.38,270.69,152.5,137.31,3307.94,82.62,65.86,622.04,97.74,40.42,69.36,33.98,196.48,58.53,169.23,101.82,83.18,179.58,45.08,234.87,196.12,62.38,88.0,48.41,106.05,67.08,148.62,209.89,130.81,66.43,340.76,334.45,117.56,109.48,27.82,80.96,98.25,323.55,68.55,27.27,2795.97,149.09,41.17,44.12,39.19,49.7,194.0,132.85,146.16,100.23,55.92,578.92,66.59,37.84,191.76,37.59,425.83,143.15,60.48,47.71,673.26,69.34,366.41,84.65,254.92,67.25,95.21,94.59,49.49,86.25,314.99,256.08,94.22,540.85,577.94,278.22,227.69,25.05,88.51,526.04,128.83,174.12,158.67,101.0,114.81,28.6,191.52,185.47,31.55,504.58,3994.98,1157.41,142.11,43.32,301.12,340.41,101.56,148.44,252.71,78.43,49.23,160.31,90.99,234.3,184.69,53.96,36.09,214.39,54.33,255.9,200.65,175.97
2022-01-12 00:00:00-05:00,175.61,135.72,2.68,29.63,377.24,532.57,173.75,70.43,234.64,269.6,159.56,137.47,3305.75,82.89,64.8,621.97,98.57,40.66,67.6,33.55,195.04,58.59,170.19,102.61,82.87,182.09,45.22,237.95,188.03,62.12,88.08,48.87,105.79,67.03,146.34,209.4,132.51,64.32,345.61,333.26,117.51,108.51,27.899,81.98,96.5,320.79,68.34,27.12,2828.61,148.74,40.5,44.11,39.02,49.05,195.85,133.61,146.14,100.1,55.75,577.35,66.39,38.01,190.3,37.31,433.99,143.09,60.55,47.13,686.53,68.84,367.33,85.25,254.59,67.37,95.37,94.01,49.48,84.93,318.29,256.85,95.12,537.26,573.66,280.0,229.11,23.89,88.34,532.2,128.28,173.94,159.0,101.45,114.81,28.22,187.22,186.39,31.83,485.0,3985.0,1169.61,140.83,42.73,307.02,338.59,102.42,145.49,248.12,78.2,48.58,160.77,90.73,227.22,186.04,53.6,35.91,215.78,53.92,258.07,197.88,170.63
2022-01-13 00:00:00-05:00,172.32,134.86,2.72,31.0,361.48,516.96,169.83,70.94,232.03,260.17,157.25,132.75,3224.97,81.89,64.18,596.78,98.75,41.69,70.87,34.37,196.0,59.64,163.16,103.28,82.55,183.02,45.89,228.66,174.91,61.51,87.23,48.91,105.35,66.42,135.0,207.64,130.84,63.28,334.33,326.56,117.47,108.96,28.27,82.275,96.15,307.89,68.91,27.45,2773.06,149.25,40.32,44.67,38.77,49.51,196.74,134.77,145.87,100.64,54.96,552.82,66.84,38.48,186.6,37.65,421.9,142.89,60.93,49.5,686.77,69.05,369.76,83.72,254.78,67.64,95.52,94.4,50.33,78.62,305.0,251.11,95.62,519.0,521.25,265.86,221.8,22.86,87.8,498.6,126.63,174.19,158.34,102.12,116.77,27.98,181.06,184.0,31.89,489.0,4020.0,1064.54,142.98,38.3684,291.72,327.52,100.86,136.95,247.13,80.43,50.28,159.74,93.24,217.09,184.16,53.68,37.14,215.16,54.19,249.41,191.33,162.01
2022-01-14 00:00:00-05:00,173.05,136.2,2.75,30.92,353.31,520.58,172.0,71.54,228.73,259.11,167.01,136.88,3242.4,81.62,65.39,596.47,98.7,42.45,66.58,35.1,190.91,59.66,161.74,104.23,83.45,186.61,46.38,231.24,176.7,61.34,87.2,48.6,106.22,65.67,138.22,206.16,130.44,63.45,322.16,331.94,118.03,109.06,29.07,82.87,91.22,312.63,69.9,26.425,2787.33,150.54,40.4,45.12,38.4,49.08,199.53,134.21,145.81,100.96,55.7,550.69,67.52,39.28,187.16,38.02,445.35,143.15,61.37,49.12,729.98,68.93,372.14,84.28,256.52,68.1,96.41,89.94,50.82,83.04,310.2,251.14,97.37,525.54,530.86,269.48,225.29,22.86,87.69,499.01,124.99,175.65,159.8,103.37,117.75,28.11,178.41,188.74,32.06,450.2907,3926.01,1102.225,145.15,38.03,289.55,326.16,99.94,133.08,248.62,79.8,51.68,160.75,93.74,215.16,187.0,54.3,36.94,214.7,54.29,254.31,198.53,159.73
2022-01-18 00:00:00-05:00,169.83,133.8,2.61,30.48,348.42,513.35,166.51,71.3,226.44,252.01,152.38,131.93,3178.48,79.85,82.33,578.2,98.13,43.26,63.87,35.3,188.9675,58.45,153.53,103.22,83.16,181.01,46.29,226.04,172.81,59.74,86.2,48.145,104.51,67.17,131.87,203.05,133.87,61.61,310.96,318.29,114.5,106.4,28.99,83.1,88.63,308.48,69.26,25.44,2720.62,147.11,36.76,45.2,37.64,49.24,198.39,132.97,141.22,100.5,54.79,537.85,67.0,38.15,181.37,37.43,412.7,140.88,60.9,48.59,679.03,67.7,366.31,79.33,252.54,67.37,97.5,86.7,50.48,77.67,302.77,245.45,92.89,510.78,522.3,259.03,217.42,20.84,85.57,502.4,123.03,173.97,156.77,101.78,116.02,27.95,174.47,178.88,31.39,444.7101,3889.99,1054.66,145.39,35.74,287.72,313.4,97.2,130.0,243.42,78.93,51.68,159.05,93.73,207.24,182.29,46.458,36.14,215.8741,53.52,245.86,188.01,157.64
2022-01-19 00:00:00-05:00,166.21,132.39,2.65,29.37,343.84,516.505,163.04,71.01,224.8,254.47,143.04,128.27,3125.57,78.51,82.16,563.68,96.72,42.87,63.13,35.56,188.75,58.26,153.269,102.92,84.06,181.11,46.04,226.37,175.65,58.89,86.04,47.23,103.49,66.74,131.01,204.66,136.91,62.29,309.62,319.61,113.31,106.04,28.92,81.18,89.385,307.09,69.15,24.99,2702.33,145.92,37.255,45.39,36.6,49.16,199.64,131.61,139.38,100.7,53.59,545.35,66.594,38.375,180.46,37.21,393.16,142.68,61.0,48.59,642.1,67.02,360.85,76.64,251.14,67.6,96.05,86.79,50.1,76.89,303.31,244.33,89.99,515.94,521.32,250.62,210.85,20.53,83.38,519.99,121.26,175.24,162.0,101.49,115.68,27.86,173.52,172.31,31.195,456.16,3887.02,1031.835,143.39,35.05,282.53,312.12,93.19,128.14,242.81,77.71,50.23,157.0,92.71,203.73,178.26,50.045,35.87,214.69,53.53,249.41,189.06,157.26
2022-01-20 00:00:00-05:00,164.52,132.88,2.65,28.2,342.6,510.89,158.72,68.87,220.28,252.39,139.15,121.89,3033.41,77.91,81.77,547.72,94.8,42.54,61.44,35.45,184.73,58.17,150.31,101.96,83.28,175.95,44.81,222.89,173.98,58.08,85.71,46.53,102.37,64.65,130.01,204.52,138.88,60.71,301.13,316.56,113.19,106.32,28.34,81.54,88.58,305.0,68.48,25.0,2666.23,144.91,36.12,45.28,36.1,48.92,199.19,130.78,141.0,99.67,52.04,544.97,66.12,38.11,177.47,37.07,383.28,141.5,60.75,47.27,619.68,65.32,364.0,73.93,251.8,67.75,95.34,86.41,50.33,73.79,301.64,238.78,85.02,508.16,515.54,241.52,199.555,20.28,82.69,519.14,121.02,173.9,161.93,101.995,114.12,27.55,173.24,166.49,31.105,452.79,3786.96,1024.04,141.13,34.98,279.27,309.96,92.02,127.54,243.53,78.01,49.34,154.01,90.46,201.64,173.43,49.39,35.44,214.22,53.18,251.86,185.58,155.81
2022-01-21 00:00:00-05:00,162.35,131.42,2.68,28.26,335.49,499.9,159.49,68.96,217.01,239.04,134.97,118.8099,2851.16,77.005,81.35,533.06,94.33,42.545,61.6,35.24,180.94,56.7,148.37,103.37,83.65,178.56,45.29,218.59,164.73,56.65,84.26,45.43,101.61,62.76,125.55,203.29,139.01,59.53,296.9,303.04,111.74,104.88,28.74,82.13,86.8,288.46,69.02,25.14,2604.2,140.77,36.17,44.35,34.83,49.13,200.26,129.33,139.18,97.67,52.02,528.45,66.6,37.84,173.43,37.0,373.52,143.34,60.41,46.92,605.41,64.8,354.86,73.28,246.5,68.36,95.7,85.59,50.32,72.52,295.91,237.07,81.91,397.2,507.13,233.51,199.94,19.09,82.21,483.53,118.65,174.16,162.6,102.9,112.78,27.325,163.52,164.94,30.97,443.47,3732.5,880.4,143.18,32.1,267.52,303.11,89.3,118.02,241.0,77.4,48.61,150.9,89.91,192.12,175.69,49.25,34.42,205.96,52.46,245.41,187.56,147.62
